Species_ID,
Blarinomys_breviceps,'Blarinomys breviceps MCNM 2837.JPG'
Blarinomys_breviceps,'Blarinomys breviceps MCNM 2983.JPG'
Blarinomys_breviceps,'Blarinomys breviceps MN 29445.JPG'
Blarinomys_breviceps,'Blarinomys breviceps MN 68882.JPG'
Blarinomys_breviceps,'Blarinomys breviceps MN 70223.JPG'
Blarinomys_breviceps,'Blarinomys breviceps MN 70224.JPG'
Blarinomys_breviceps,'Blarinomys breviceps MN 70226.2.tif'
Blarinomys_breviceps,'Blarinomys breviceps MN 77786.JPG'
Brucepattersonius_soricinus,'Brucepattersonius soricinus FMNH 230356.JPG'
Brucepattersonius_soricinus,'Brucepattersonius soricinus FMNH 94499.JPG'
Brucepattersonius_soricinus,'Brucepattersonius soricinus type FMNH 94480.JPG'
Castoria_angustidens,'Castoria angustidens FMNH 230337.JPG'
Castoria_angustidens,'Castoria angustidens FMNH 230340.JPG'
Castoria_angustidens,'Castoria angustidens FMNH 230341.JPG'
Castoria_angustidens,'Castoria angustidens FMNH 230345.JPG'
Castoria_angustidens,'Castoria angustidens FMNH 230346.JPG'
Castoria_angustidens,'Castoria angustidens FMNH 230348.JPG'
Castoria_angustidens,'Castoria angustidens FMNH 230349.JPG'
Castoria_angustidens,'Castoria angustidens FMNH 230350.JPG'
Castoria_angustidens,'Castoria angustidens FMNH 230351.JPG'
Castoria_angustidens,'Castoria angustidens FMNH 230352.JPG'
Castoria_angustidens,'Castoria angustidens FMNH 230353.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206097.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206102.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206115.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206117.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206118.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206119.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206120.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206121.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206139.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206140.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206142.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206157.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206158.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206159.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206161.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206163.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206164.JPG'
Deltamys_kempi,'Deltamys kempi AMNH 206165.JPG'
Deltamys_kempi,'Deltamys kempi MN 42090.2.tif'
Deltamys_kempi,'Deltamys kempi MN 42091.JPG'
Deltamys_kempi,'Deltamys kempi MN 42092.2.tif'
Deltamys_kempi,'Deltamys kempi MN 42097.2.tif'
Deltamys_kempi,'Deltamys kempi MN 42098.2.tif'
Deltamys_kempi,'Deltamys kempi MN 42099.2.tif'
Juscelinomys_huanchacae,'Juscelinomys huanchacae USNM 584508.JPG'
Juscelinomys_huanchacae,'Juscelinomys huanchacae USNM 584510.JPG'
Juscelinomys_huanchacae,'Juscelinomys huanchacae USNM 584511.2.JPG'
Juscelinomys_huanchacae,'Juscelinomys huanchacae USNM 584512.2.JPG'
Juscelinomys_huanchacae,'Juscelinomys huanchacae USNM 584513.2.JPG'
Kunsia_tomentosus,'Kunsia tomentosus FMNH 122710.JPG'
Kunsia_tomentosus,'Kunsia tomentosus FMNH 122711.JPG'
Kunsia_tomentosus,'Kunsia tomentosus MN 316.2.JPG'
Kunsia_tomentosus,'Kunsia tomentosus MN 2055.2.JPG'
Kunsia_tomentosus,'Kunsia tomentosus MN 53969.2.JPG'
Kunsia_tomentosus,'Kunsia tomentosus MN 62567.JPG'
Kunsia_tomentosus,'Kunsia tomentosus MN 62569.JPG'
Kunsia_tomentosus,'Kunsia tomentosus USNM 584516.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 15815.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 16064.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 16065.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 16067.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 16553.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 16555.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 16556.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 16557.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 16558.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 16559.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 264854.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 264856.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 264857.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 72604.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 72605.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 72607.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 72609.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 72610.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 72611.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 72615.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 72618.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 72620.JPG'
Lenoxus_apicalis,'Lenoxus apicalis AMNH 72624.JPG'
Lenoxus_apicalis,'Lenoxus apicalis FMNH 20106.JPG'
Lenoxus_apicalis,'Lenoxus apicalis FMNH 52612.JPG'
Lenoxus_apicalis,'Lenoxus apicalis FMNH 52613.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 107665.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 107680.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 107699.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 107702.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 107728.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 107838.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 107861.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 107862.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 107864.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 107875.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 49671.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 49672.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 49676.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 49677.JPG'
Necromys_amoenus,'Necromys amoenus FMNH 49750.JPG'
Necromys_amoenus,'Necromys amoenus USNM 194725.JPG'
Necromys_lactens,'Necromys lactens FMNH 162771.JPG'
Necromys_lactens,'Necromys lactens FMNH 23366.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 117120.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 117122.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 117124.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 128337.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 128338.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 164214.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 164226.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 164227.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 164235.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 164320.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 25196.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 25197.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 25198.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 25200.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 25201.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 96114.JPG'
Necromys_lasiurus,'Necromys lasiurus FMNH 96115.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 157220.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164229.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164244.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164324.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164325.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164375.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164377.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164378.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164385.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164392.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164396.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164403.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164421.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164431.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164435.JPG'
Necromys_lenguarum,'Necromys lenguarum FMNH 164441.JPG'
Necromys_lenguarum,'Necromys lenguarum USNM 584523.JPG'
Necromys_lenguarum,'Necromys lenguarum USNM 584525.JPG'
Necromys_lenguarum,'Necromys lenguarum USNM 584529.JPG'
Necromys_lenguarum,'Necromys lenguarum USNM 584531.JPG'
Necromys_lenguarum,'Necromys lenguarum USNM 584533.JPG'
Necromys_lenguarum,'Necromys lenguarum USNM 584534.JPG'
Necromys_lenguarum,'Necromys lenguarum USNM 584538.JPG'
Necromys_lenguarum,'Necromys lenguarum USNM 584539.JPG'
Necromys_lenguarum,'Necromys lenguarum USNM 584540.JPG'
Necromys_lenguarum,'Necromys lenguarum USNM 584541.JPG'
Necromys_obscurus,'Necromys obscurus FMNH 122687.JPG'
Necromys_obscurus,'Necromys obscurus FMNH 35357.JPG'
Necromys_urichi,'Necromys urichi USNM 314184.JPG'
Necromys_urichi,'Necromys urichi USNM 317731.JPG'
Necromys_urichi,'Necromys urichi USNM 317742.JPG'
Necromys_urichi,'Necromys urichi USNM 317743.JPG'
Necromys_urichi,'Necromys urichi USNM 317744.JPG'
Necromys_urichi,'Necromys urichi USNM 371197.JPG'
Necromys_urichi,'Necromys urichi USNM 371198.JPG'
Necromys_urichi,'Necromys urichi USNM 371199.JPG'
Necromys_urichi,'Necromys urichi USNM 371202.JPG'
Necromys_urichi,'Necromys urichi USNM 371206.JPG'
Necromys_urichi,'Necromys urichi USNM 371209.JPG'
Necromys_urichi,'Necromys urichi USNM 387978.JPG'
Necromys_urichi,'Necromys urichi USNM 406117.JPG'
Necromys_urichi,'Necromys urichi USNM 406120.JPG'
Necromys_urichi,'Necromys urichi USNM 406122.JPG'
Necromys_urichi,'Necromys urichi USNM 409941.JPG'
Necromys_urichi,'Necromys urichi USNM 409946.JPG'
Necromys_urichi,'Necromys urichi USNM 409947.JPG'
Necromys_urichi,'Necromys urichi USNM 442343.JPG'
Necromys_urichi,'Necromys urichi USNM 442350.JPG'
Necromys_urichi,'Necromys urichi USNM 540711.JPG'
Necromys_urichi,'Necromys urichi USNM 560659.JPG'
Necromys_urichi,'Necromys urichi USNM 85567.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 519783.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 519784.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 519785.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 519786.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 519787.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 521436.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 521481.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 521482.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 521484.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 521485.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 521486.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 521487.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 521488.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 521489.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 521493.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 521494.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 521496.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 544637.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 546017.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 546020.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 546023.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 546025.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 546028.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 546029.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 546030.JPG'
Oxymycterus_amazonicus,'Oxymycterus amazonicus USNM 546031.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus FMNH 145437.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus FMNH 145438.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus FMNH 145441.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus FMNH 145443.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus FMNH 53874.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus FMNH 53875.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus FMNH 94525.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus FMNH 94526.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus FMNH 94529.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus MCNM 1300.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus MCNM 1477.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus MCNM 3072.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus MCNM 3074.JPG'
Oxymycterus_dasytrichus,'Oxymycterus dasytrichus MCNM 3158.JPG'
Oxymycterus_delator,'Oxymycterus delator MCNM 2482.JPG'
Oxymycterus_delator,'Oxymycterus delator MCNM 3073.JPG'
Oxymycterus_delator,'Oxymycterus delator MCNM 3076.JPG'
Oxymycterus_delator,'Oxymycterus delator MCNM 3126.JPG'
Oxymycterus_delator,'Oxymycterus delator MCNM 3256.JPG'
Oxymycterus_delator,'Oxymycterus delator MCNM 3259.JPG'
Oxymycterus_delator,'Oxymycterus delator MCNM 3260.JPG'
Oxymycterus_delator,'Oxymycterus delator MCNM 3333.JPG'
Oxymycterus_delator,'Oxymycterus delator MCNM 3512.JPG'
Oxymycterus_hiska,'Oxymycterus hiska AMNH 91601.JPG'
Oxymycterus_hiska,'Oxymycterus hiska AMNH 91602.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus CAZ 100.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus CAZ 106.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus CAZ 118.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus CAZ 122.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus CAZ 125.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus CAZ 129.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus CAZ 133.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus CAZ 138.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus CAZ 63.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus MN 42436.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus USNM 259578.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus USNM 282160.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus USNM 460550.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus USNM 460551.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus USNM 461881.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus USNM 484394.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus USNM 484395.JPG'
Oxymycterus_nasutus,'Oxymycterus nasutus USNM 484396.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 140811.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 162837.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 162839.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 162841.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 162845.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 162851.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 22234.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 23316.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 23319.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 23320.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 23322.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 23324.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 23325.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 35251.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 41280.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 46151.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 50985.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 50986.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 50987.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 74892.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 74893.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 74894.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 74895.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 74896.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 74898.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 74899.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 74900.JPG'
Oxymycterus_paramensis,'Oxymycterus paramensis FMNH 74901.JPG'
Oxymycterus_quaestor,'Oxymycterus delator FMNH 128320.JPG'
Oxymycterus_quaestor,'Oxymycterus delator FMNH 128321.JPG'
Oxymycterus_quaestor,'Oxymycterus delator FMNH 128322.JPG'
Oxymycterus_quaestor,'Oxymycterus delator FMNH 128323.JPG'
Oxymycterus_quaestor,'Oxymycterus delator FMNH 128324.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor FMNH 26586.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor FMNH 26587.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor FMNH 26595.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor FMNH 26754.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor FMNH 26757.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor FMNH 34377.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor FMNH 35354.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor USNM 462120.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor USNM 462123.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor USNM 484400.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor USNM 484401.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor USNM 484402.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor USNM 484404.JPG'
Oxymycterus_quaestor,'Oxymycterus quaestor USNM 484405.JPG'
Oxymycterus_rufus,'Oxymycterus rufus MN 65522.JPG'
Oxymycterus_rufus,'Oxymycterus rufus MN 65523.JPG'
Oxymycterus_rufus,'Oxymycterus rufus MN 65526.JPG'
Oxymycterus_rufus,'Oxymycterus rufus MN 65531.JPG'
Oxymycterus_rufus,'Oxymycterus rufus USNM 236328.JPG'
Oxymycterus_rufus,'Oxymycterus rufus USNM 309164.JPG'
Podoxymys_roraimae,'Podoxymys roraimae AMNH 75584.JPG'
Podoxymys_roraimae,'Podoxymys roraimae AMNH 75585.JPG'
Scapteromys_aquaticus,'Scapteromys aquaticus FMNH 98286.JPG'
Scapteromys_aquaticus,'Scapteromys aquaticus FMNH 98287.JPG'
Scapteromys_aquaticus,'Scapteromys aquaticus FMNH 98288.JPG'
Scapteromys_aquaticus,'Scapteromys aquaticus FMNH 98289.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206209.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206220.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206221.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206222.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206230.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206231.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206240.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206247.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206248.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206261.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206267.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206272.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206278.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 206280.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 235431.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 235432.JPG'
Scapteromys_tumidus,'Scapteromys tumidus AMNH 235433.JPG'
Scapteromys_tumidus,'Scapteromys tumidus MN 62304.JPG'
Scapteromys_tumidus,'Scapteromys tumidus MN 62305.JPG'
Scapteromys_tumidus,'Scapteromys tumidus MN 62308.JPG'
Scapteromys_tumidus,'Scapteromys tumidus MN 62309.JPG'
Scapteromys_tumidus,'Scapteromys tumidus MN 62310.JPG'
Scapteromys_tumidus,'Scapteromys tumidus MN 62312.JPG'
Thalpomys_cerradensis,'Thalpomys cerradensis FMNH 128328.JPG'
Thalpomys_lasiotis,'Thalpomys lasiotis FMNH 128326.JPG'
Thalpomys_lasiotis,'Thalpomys lasiotis FMNH 128327.JPG'
Thaptomys_nigrita,'Thaptomys nigrita FMNH 220012.JPG'
Thaptomys_nigrita,'Thaptomys nigrita FMNH 230387.JPG'
Thaptomys_nigrita,'Thaptomys nigrita FMNH 230388.JPG'
Thaptomys_nigrita,'Thaptomys nigrita FMNH 230389.JPG'
Thaptomys_nigrita,'Thaptomys nigrita FMNH 230390.JPG'
Thaptomys_nigrita,'Thaptomys nigrita FMNH 26820.JPG'
Thaptomys_nigrita,'Thaptomys nigrita FMNH 47952.JPG'
Thaptomys_nigrita,'Thaptomys nigrita USNM 460539.JPG'
Thaptomys_nigrita,'Thaptomys nigrita USNM 460541.JPG'
Thaptomys_nigrita,'Thaptomys nigrita USNM 484233.JPG'
Thaptomys_nigrita,'Thaptomys nigrita USNM 484234.JPG'
Thaptomys_nigrita,'Thaptomys nigrita USNM 484235.JPG'
Thaptomys_nigrita,'Thaptomys nigrita USNM 484236.JPG'
Thaptomys_nigrita,'Thaptomys nigrita USNM 484237.JPG'
Thaptomys_nigrita,'Thaptomys nigrita USNM 484239.JPG'
Thaptomys_nigrita,'Thaptomys nigrita USNM 484240.JPG'
Thaptomys_nigrita,'Thaptomys nigrita USNM 484241.JPG'
Thaptomys_nigrita,'Thaptomys nigrita USNM 484243.JPG'
Thaptomys_nigrita,'Thaptomys nigrita USNM 484244.JPG'
Thaptomys_nigrita,'Thaptomys nigrita USNM 484245.JPG'
